run_name,method,seed,target_sparsity,name,zeros,nonzeros,numel,sparsity
dense-lr3e-4-seed0,dense,0,0.7,blocks.2.attn.v_proj.weight,90139,57317,147456,0.6112942165798612
dense-lr3e-4-seed0,dense,0,0.7,blocks.2.mlp.down_proj.weight,382424,10792,393216,0.9725545247395834
dense-lr3e-4-seed0,dense,0,0.7,blocks.2.mlp.gate_proj.weight,230304,162912,393216,0.585693359375
dense-lr3e-4-seed0,dense,0,0.7,blocks.2.mlp.up_proj.weight,230682,162534,393216,0.5866546630859375
dense-lr3e-4-seed0,dense,0,0.7,blocks.3.attn.k_proj.weight,83743,63713,147456,0.5679185655381944
dense-lr3e-4-seed0,dense,0,0.7,blocks.3.attn.o_proj.weight,146139,1317,147456,0.9910685221354166
dense-lr3e-4-seed0,dense,0,0.7,blocks.3.attn.q_proj.weight,82107,65349,147456,0.55682373046875
dense-lr3e-4-seed0,dense,0,0.7,blocks.3.attn.v_proj.weight,89854,57602,147456,0.6093614366319444
dense-lr3e-4-seed0,dense,0,0.7,blocks.3.mlp.down_proj.weight,381400,11816,393216,0.9699503580729166
dense-lr3e-4-seed0,dense,0,0.7,blocks.3.mlp.gate_proj.weight,229529,163687,393216,0.5837224324544271
dense-lr3e-4-seed0,dense,0,0.7,blocks.3.mlp.up_proj.weight,229885,163331,393216,0.5846277872721354
dense-lr3e-4-seed0,dense,0,0.7,blocks.4.attn.k_proj.weight,83283,64173,147456,0.5647989908854166
dense-lr3e-4-seed0,dense,0,0.7,blocks.4.attn.o_proj.weight,145176,2280,147456,0.9845377604166666
dense-lr3e-4-seed0,dense,0,0.7,blocks.4.attn.q_proj.weight,81400,66056,147456,0.5520290798611112
dense-lr3e-4-seed0,dense,0,0.7,blocks.4.attn.v_proj.weight,89152,58304,147456,0.6046006944444444
dense-lr3e-4-seed0,dense,0,0.7,blocks.4.mlp.down_proj.weight,377311,15905,393216,0.9595514933268229
dense-lr3e-4-seed0,dense,0,0.7,blocks.4.mlp.gate_proj.weight,226527,166689,393216,0.5760879516601562
dense-lr3e-4-seed0,dense,0,0.7,blocks.4.mlp.up_proj.weight,227652,165564,393216,0.578948974609375
dense-lr3e-4-seed0,dense,0,0.7,blocks.5.attn.k_proj.weight,81928,65528,147456,0.5556098090277778
dense-lr3e-4-seed0,dense,0,0.7,blocks.5.attn.o_proj.weight,144159,3297,147456,0.9776407877604166
dense-lr3e-4-seed0,dense,0,0.7,blocks.5.attn.q_proj.weight,79531,67925,147456,0.5393541124131944
dense-lr3e-4-seed0,dense,0,0.7,blocks.5.attn.v_proj.weight,88576,58880,147456,0.6006944444444444
dense-lr3e-4-seed0,dense,0,0.7,blocks.5.mlp.down_proj.weight,370427,22789,393216,0.9420445760091146
dense-lr3e-4-seed0,dense,0,0.7,blocks.5.mlp.gate_proj.weight,221893,171323,393216,0.5643030802408854
dense-lr3e-4-seed0,dense,0,0.7,blocks.5.mlp.up_proj.weight,223571,169645,393216,0.5685704549153646
dense-lr3e-4-seed0,dense,0,0.8,blocks.0.attn.k_proj.weight,103299,44157,147456,0.7005411783854166
dense-lr3e-4-seed0,dense,0,0.8,blocks.0.attn.o_proj.weight,147448,8,147456,0.9999457465277778
dense-lr3e-4-seed0,dense,0,0.8,blocks.0.attn.q_proj.weight,102343,45113,147456,0.6940578884548612
dense-lr3e-4-seed0,dense,0,0.8,blocks.0.attn.v_proj.weight,111147,36309,147456,0.7537638346354166
dense-lr3e-4-seed0,dense,0,0.8,blocks.0.mlp.down_proj.weight,391885,1331,393216,0.9966150919596354
dense-lr3e-4-seed0,dense,0,0.8,blocks.0.mlp.gate_proj.weight,284184,109032,393216,0.72271728515625
dense-lr3e-4-seed0,dense,0,0.8,blocks.0.mlp.up_proj.weight,284257,108959,393216,0.7229029337565104
dense-lr3e-4-seed0,dense,0,0.8,blocks.1.attn.k_proj.weight,102880,44576,147456,0.6976996527777778
